符合條件商品
資料日期：2026年  6月 23日
策略,	.常用
13	,"1216.TW","統一","75.1","1.08","17233","2.15","4267","568.2","12.92","0.81","13","16","81","0","1","0","0","0","0","0.19","-1.51","3","3","3","20","-21.6","-1.6","0.13","0","上市食品","乳製品","速食麵,非酒精飲料,乳製品,食品加工,穀類烘焙製品,飲料相關",台灣食品業龍頭廠之一
14	,"1217.TW","愛之味","9.85","-0.4","480","1.11","49","49.45","0.05","-0.2","8","82","10","0","1","0","0","0","0","0.07","-0.18","-5","-15","-3","0","0","0","0.08","0","上市食品","非酒精飲料","非酒精飲料,乳製品,食品加工,罐頭業,飲料相關",以飲料、傳統類罐頭為主的食品商
15	,"1218.TW","泰山","17.85","0.28","571","0.84","89","50","0.1","-0.06","9","17","53","0","1","0","0","0","0","-0.62","0.05","-3","-1","5","0","-0.1","-0.1","0.07","0.03","上市食品","油脂","非酒精飲料,大宗物資,油脂,飲料相關",台灣油脂、飲料大廠
16	,"1219.TW","福壽","12.45","-0.4","475","1.6","42","34.12","0.06","-0.18","7","0","0","0","0","0","0","0","0","0.08","-0.09","-9","-7","-1","0","-0","0","0","0.02","上市食品","飼料","農林漁牧,飼料,食品加工,大宗物資,油脂,寵物食品",台灣知名農糧油脂、寵物飼料大廠
17	,"1220.TW","台榮","11.7","0","84","1.71","21","17.71","0.01","-0.2","2","0","0","0","0","0","0","0","0","0","0.01","-20","-13","-5","0","-0","0","0","0.04","上市食品","飼料","流通業,食品飲料相關通路,農林漁牧,飼料,製糖,食品加工,大宗物資,磨粉製品",台灣知名果糖大廠，並生產飼料及水產品
18	,"1225.TW","福懋油","30","-3.38","269","3.38","73","24.23","0.08","0.4","12","16","75","0","0","0","0","0","0","0.58","-0.11","-7","2","3","0","-0.1","-0.1","0","0","上市食品","油脂","農林漁牧,飼料,大宗物資,麵粉,油脂",台灣油脂、飼料大廠
19	,"1227.TW","佳格","29.15","0.17","1000","1.2","267","91.51","0.29","-0.13","13","17","76","0","0","0","0","0","0","-0.04","-0.21","18","5","8","0","0.1","0.1","0","0","上市食品","油脂","乳製品,食品加工,大宗物資,油脂,保健食品,穀類烘焙製品",台灣最大穀物營養品與油品供應商
20	,"1229.TW","聯華","41.7","1.21","3795","2.18","749","179.6","1.58","-0.05","8","104","8","0","1","0","0","0","0","-0.05","-0.39","30","-9","-9","0","0.2","0.2","0.18","0","上市食品","麵粉","大宗物資,麵粉,系統整合,軟體業",聯華神通集團之創始公司，是台灣麵粉品牌龍頭企業
21	,"1231.TW","聯華食","88","1.38","356","1.38","263","29.85","0.31","0.48","7","25","28","0","0","0","0","0","0","0.08","0.06","-2","-3","4","0","0.2","0.2","0","0","上市食品","調理食品","食品加工,穀類烘焙製品,調理食品,餅乾製品",台灣休閒食品大廠，並供應7-11鮮食產品
22	,"1232.TW","大統益","142","0","165","0.7","227","16","0.23","2.24","10","15","67","0","0","0","0","0","0","-0.02","0.39","-3","10","8","0","-0.2","-0.2","0","0.03","上市食品","油脂","食品加工,大宗物資,油脂,磨粉製品",台灣最大黃豆加工製造廠，是豆粉與油脂製造龍頭
23	,"1233.TW","天仁","28.1","0.54","22","1.07","25","9.06","0.01","-0.06","14","22","64","0","0","0","0","0","0","0.08","-0.07","9","-4","2","0","0","0","0","0.04","上市食品","茶葉相關","食品加工,茶葉相關,旅宿／餐飲,餐飲,連鎖飲料",台灣知名茶葉廠並轉投資喫茶趣
24	,"1234.TW","黑松","34.95","0","147","0.57","140","40.19","0.05","-0.56","8","2728","0","0","1","0","0","0","0","-0.02","0.05","1","-23","-6","0","0","0","0.06","0","上市食品","非酒精飲料","流通業,食品飲料相關通路,非酒精飲料,飲料相關,資產股",主要從事黑松品牌飲料製造及酒品代理
25	,"1235.TW","興泰","37.5","2.04","31","2.86","71","18.86","0.01","-0.25","10","102674","0","0","0","0","0","0","0","0","-0.24","-46","-38","47","0","0","0","0","0.16","上市食品","飼料","農林漁牧,飼料",生產畜產及水產類飼料之廠商
26	,"1236.TW","宏亞","25.85","0","25","0.58","22","8.67","0.01","-0.62","10","31","32","0","1","0","0","0","0","-0.02","-0.06","-12","-4","3","0","0","0","0.12","0","上市食品","可可製品","食品加工,可可製品,餅乾製品",旗下七七巧克力與禮坊喜餅為知名品牌
27	,"1240.TW","茂生農經","58.4","0.17","13","0.17","26","4.42","0.01","0.3","6","26","23","0","0","0","0","0","0","0","0.4","3","3","3","0","-0","0","0","0","上櫃農業科技業","飼料","農林漁牧,家畜／家禽,飼料",家禽家畜飼料、大宗原料供應商
28	,"1256.TW","鮮活果汁-KY","180","-0.55","139","3.59","64","3.58","0.24","2.32","13","17","76","1","0","0","0","0","0","0","0.11","4","24","47","0","-0.1","-0.1","0","0.27","上市食品","非酒精飲料","非酒精飲料,飲料相關",大陸新茶飲上游原料供應商
29	,"1264.TW","德麥","269.5","-0.37","17","0.18","100","3.71","0.05","4.77","11","11","100","0","0","0","0","0","0","0","0.01","-12","3","6","0","-0","0","0","0.02","上櫃食品","食品飲料相關通路","流通業,食品飲料相關通路,食品加工,穀類烘焙製品,磨粉製品",台灣最大烘焙原物料供應商
30	,"1268.TW","漢來美食","169.5","-0.29","33","0.88","72","4.22","0.06","1.41","14","7","200","0","1","0","0","0","0","-0.02","0","16","11","15","0","0","0","0.12","0","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",台灣知名餐飲集團，經營多元品牌
31	,"1301.TW","台塑","49.55","-5.44","36737","7.54","3154","636.57","18.65","-0.3","11","0","0","0","0","0","0","0","0","0.27","-0.85","-18","1","-4","-53.2","75.9","22.7","0","0","上市塑膠","PVC","合成樹脂,鹼業,化學工業,其他化工產品,PVC,PE,PP,塑化原料,EVA,AN,化纖原料",台灣最大塑化集團，亞洲最大PVC生產商
32	,"1303.TW","南亞","154.5","1.31","222204","7.87","12253","793.08","352.39","0.36","7","131","5","0","1","1","0","0","0","0.88","-7.68","4","31","13","69.1","-26.8","42.3","1.14","0","上市塑膠","塑膠加工","合成樹脂,丁二醇,化學工業,DOP,塑膠皮布,塑膠加工,PA,塑化原料,塑化製品,化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,EG,玻纖布,印刷電路板,銅箔基板,銅箔,印刷電路板相關",全球最大的塑膠加工廠、第四大EG廠
33	,"1304.TW","台聚","12.8","-6.57","7367","5.84","152","118.88","0.96","-0.48","9","0","0","0","0","0","0","0","0","0.11","-0.46","-16","-1","-5","0","0.1","0.1","0","0","上市塑膠","PE","PE,ABS,PS,塑化原料,EVA",台灣EVA、PE知名廠商
34	,"1305.TW","華夏","12.65","-5.6","3650","6.72","74","58.11","0.47","-0.31","9","0","0","0","0","0","0","0","0","0.13","-0.24","-18","21","18","0","-0.1","-0.1","0","0","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品",台灣第二大PVC廠，轉投資台氯
35	,"1307.TW","三芳","35.05","-3.71","1738","3.98","139","39.78","0.62","0.65","9","12","75","0","1","0","0","0","0","0.1","-1.28","-11","9","4","-0","0.1","0.1","0.25","0","上市塑膠","塑膠皮布","塑膠皮布,塑化製品,傳產其他,鞋材",全球最大的合成皮生產商
36	,"1308.TW","亞聚","13.6","-3.89","2921","4.95","81","59.37","0.4","0.03","6","225","3","0","0","0","0","0","0","0.03","-0.28","2","10","-5","0","-0.1","-0.1","0","0","上市塑膠","EVA","PE,塑化原料,EVA",台聚轉投資之EVA及LDPE知名廠商
37	,"1309.TW","台達化","14.4","-4.32","3388","6.31","57","39.76","0.49","-0.79","7","0","0","0","0","0","1","0","0","0.21","-0.16","-23","-21","-18","0","-0","0","0","0.27","上市塑膠","PS","ABS,PS,塑化原料",台灣第三大PS廠
38	,"1310.TW","台苯","9.73","-4.14","16746","6.7","51","52.79","1.66","-0.12","8","10","80","0","1","0","0","0","0","-0.26","-0.11","-42","-39","-10","0","0.3","0.3","0.34","0","上市塑膠","SM","SM,塑化原料",台灣第三大SM廠
39	,"1312.TW","國喬","13.8","-1.43","13749","3.21","208","150.66","1.91","-0.66","9","0","0","0","1","0","0","0","0","-0.03","-0.38","-36","6","18","0","0.3","0.3","0.58","0","上市塑膠","SM","SM,ABS,塑化原料",台灣第二大SM及ABS廠
40	,"1313.TW","聯成","11.45","-4.98","6167","7.05","152","133.08","0.71","-0.24","8","29","28","0","0","0","0","0","0","0.08","-0.44","-9","5","4","0","0.4","0.4","0","0","上市塑膠","DOP","PVC,DOP,PA,塑化原料",全球最大可塑劑及苯酐供應商
41	,"1314.TW","中石化","7.85","-2.36","26737","4.1","297","378.49","2.12","-0.34","5","0","0","0","1","0","0","0","0","-0.04","-0.31","-17","-24","-30","0","1.4","1.4","0.26","0","上市塑膠","CPL","AN,化學纖維,尼龍粒,化纖原料,CPL,資產股",台灣第一大CPL廠
42	,"1315.TW","達新","62.4","0.32","51","2.09","62","9.91","0.03","-0.74","4","0","0","0","0","0","0","0","0","0","-0.15","78","3","-17","0","0","0","0","0","上市塑膠","塑膠加工","塑膠加工,塑化製品,建材,複合板,成衣,成衣製造,資產股",台灣知名雨衣及成衣製造商
43	,"1316.TW","上曜","10.3","-1.9","2205","2.86","38","40.16","0.23","-0.42","6","50","12","1","0","0","0","0","0","-0.07","-0.19","5","153","139","0","-0.1","-0.1","0","0","上市建材營造","營建","PU樹脂,化學工業,食品加工,保健食品,營建,地產",上曜集團旗下豪宅品牌
44	,"1319.TW","東陽","79.4","-6.37","16393","6.6","470","59.15","13.2","1.05","5","18","28","0","0","0","0","0","0","0.9","-2.51","-8","3","-17","-11.3","7.4","-3.9","0","0","上市汽車","汽機車零組件","汽車保險桿,汽機車零組件,汽車鈑金,車用冷卻系統",全球第一大汽車AM塑膠件製造商
45	,"1321.TW","大洋","30.55","-1.93","364","1.44","69","22.72","0.11","-0.35","7","0","0","0","0","0","0","0","0","0.18","-0.34","3","13","-1","0","-0.1","-0.1","0","0","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品,資產股",台灣第三大PVC廠，並有資產開發題材
46	,"1323.TW","永裕","19.85","-0.75","78","2.25","18","9.13","0.02","0.14","12","25","48","0","0","0","0","0","0","0","0.49","-3","4","2","0","-0","0","0","0.08","上市塑膠","塑膠加工","塑膠加工,塑化製品",台灣知名的塑膠瓶及軟管製造商
47	,"1324.TW","地球","10.35","-0.96","109","1.44","8","7.51","0.01","-0.45","5","0","0","0","0","0","0","0","0","0","-0.04","9","4","-10","0","-0","0","0","0","上市塑膠","膠帶","膠帶,化學工業",台灣主要PVC膠帶供應商
48	,"1325.TW","恆大","25.75","0.59","297","2.15","22","8.53","0.08","-0.32","2","0","0","0","0","0","0","0","0","0.21","-0.18","-18","-31","-27","0","-0.1","-0.1","0","0.09","上市塑膠","不織布","不織布,工業紡織品",台灣最大的紡結不織布生產廠
49	,"1326.TW","台化","53.1","-5.52","52379","11.03","3112","586.12","29.21","0.21","14","33","42","0","1","1","0","0","0","0.61","-2.84","-15","15","11","0.9","-0.6","0.3","0.36","0","上市塑膠","PTA","二甲基甲醯胺(DMF),酚,化學工業,其他化工產品,芳香烴,SM,ABS,PS,PP,塑化原料,化學纖維,尼龍粒,尼龍加工絲,尼龍絲,化纖原料,PTA,粘膠",台灣最大的PTA廠
50	,"1336.TW","台翰","15.5","-2.21","216","3.47","12","7.76","0.03","-0.19","4","0","0","0","1","0","0","0","0","0.52","0.85","4","0","-8","0","-0","0","0.27","0","上櫃電子零組件","塑膠射出","電子零件元件,塑膠射出",宣德轉投資之消費電子產品外殼製造商
51	,"1337.TW","再生-KY","4.96","-1.78","402","2.57","13","26.9","0.02","-0.43","6","0","0","0","0","0","0","0","0","0.12","-0.15","8","-10","-18","0","0","0","0","0","上市塑膠","塑膠加工","塑膠加工,塑化原料,塑化製品,EVA",大陸第一大EVA發泡材商
52	,"1338.TW","廣華-KY","16.75","-2.62","291","2.62","14","8.38","0.05","-0.42","3","0","0","1","1","0","0","0","0","0.11","-0.11","-7","6","-1","0","-0","0","0.2","0","上市汽車","汽車內裝","汽車內裝",汽車OEM塑膠內飾件大廠，供應以大陸市場為主
53	,"1339.TW","昭輝","43.8","0.46","118","1.38","32","7.41","0.05","-0.2","10","0","0","0","1","0","0","0","0","-0.01","-0.05","4","15","-13","0","0","0","0.2","0","上市汽車","汽車保險桿","塑膠加工,塑化製品,汽車保險桿,汽機車零組件",台灣第二大汽車AM塑膠件製造商
54	,"1340.TW","勝悅-KY","5.47","-3.36","136","3.71","8","15.29","0.01","-0.36","9","0","0","0","0","0","0","0","0","0.01","-0.13","29","-71","-79","0","0","0","0","0","上市塑膠","鞋材","地產,物業投資發展,旅宿／餐飲,飯店",專注旅館及第三方物流承租收入事業
55	,"1341.TW","富林-KY","59","1.9","26","1.73","31","5.29","0.02","1.62","9","9","100","0","1","0","0","0","0","0","0.03","-25","15","5","0","-0","0","0.09","0.04","上市塑膠","塑膠皮布","塑膠皮布,塑化製品",越南第一大PVC人造皮革生產商
56	,"1342.TW","八貫","117","0","798","3.42","91","7.8","0.92","2.29","7","16","44","0","1","0","0","1","2.86","1","-2.86","-3","37","27","0","0.7","0.7","0.47","0","上市其他","塑膠皮布","塑膠皮布,塑化製品",台灣機能性皮布料及薄膜製造商
57	,"1402.TW","遠東新","28.65","-0.52","24519","1.91","1534","535.29","7.06","0.64","6","11","55","0","1","0","0","0","0","0.52","-2.08","2","19","4","9.3","-6","3.3","0.26","0","上市紡織纖維","聚酯粒","家居用品,寢具,化學纖維,聚酯絲,聚酯加工絲,聚酯棉,聚酯粒,化纖原料,PTA,成衣,成衣製造,成衣銷售/零售,織布業,棉紡業,紡紗,控股公司,資產股",全球前五大聚酯製造商，集團轉投資橫跨領域廣
58	,"1409.TW","新纖","28.55","1.42","73074","6.04","462","161.84","20.79","0.89","10","12","83","0","1","0","0","0","0","-0.28","-0.29","7","35","9","0","-4.2","-4.2","0.97","0","上市紡織纖維","聚酯粒","塑膠加工,塑化製品,化學纖維,聚酯絲,聚酯粒,資產股",新光集團旗下，台灣知名化纖廠
59	,"1410.TW","南染","24.65","-0.2","66","2.02","15","6.2","0.02","-0.3","8","0","0","0","0","0","0","0","0","0.12","0.15","-11","37","9","0","0","0","0","0.12","上市紡織纖維","物業投資發展","IC封裝測試,地產,物業投資發展",轉型為不動產租賃業務
60	,"1413.TW","宏洲","9.35","-0.32","27","5.65","10","13.21","0","-0.25","7","0","0","0","0","0","1","0","0","0.03","-0.14","-20","-16","-19","0","0","0","0","0.08","上市紡織纖維","聚酯絲","化學纖維,聚酯絲,聚酯粒",宜進入主，聚酯粒、聚酯絲與加工絲一貫廠
61	,"1414.TW","東和","17.45","-0.57","183","2.28","35","19.8","0.03","-0.04","6","0","0","0","1","0","0","0","0","0.01","0.03","-1","11","-7","0","-0","0","0.3","0","上市紡織纖維","混紡紗","混紡紗,紡紗,資產股,地產,物業投資發展",棉混紡紗大廠
62	,"1416.TW","廣豐","10.9","-0.46","280","0.91","20","18.53","0.03","-0.05","9","0","0","0","0","0","0","0","0","0.44","-0.12","21","61","35","0","-0","0","0","0.05","上市其他","應用軟體","資產股,軟體業,應用軟體",專注金融業應用系統開發
63	,"1417.TW","嘉裕","8.37","-0.71","210","3.2","16","18.99","0.02","-0.23","9","0","0","0","0","0","0","0","0","0.48","-0.16","-3","-10","17","0","-0","0","0","0","上市紡織纖維","成衣銷售／零售","成衣,成衣製造,成衣銷售/零售",裕隆集團旗下，台灣知名男性西服供應商
64	,"1418.TW","東華","18","0","38","5.28","8","5.68","0.01","-1.55","3","0","0","0","0","0","0","0","0","0.01","-0.07","90","206","-36","0","0","0","0","0.17","上市紡織纖維","亞克力棉","化學纖維,亞克力棉",台灣老牌的亞克力棉製造商
65	,"1419.TW","新紡","66.5","0.45","115","1.66","200","30","0.08","-0.06","6","196","3","0","1","0","0","0","0","0","-0.03","-5","2","30","0","0","0","0.17","0","上市紡織纖維","織布業","成衣,成衣銷售/零售,織布業,資產股,地產,物業投資發展",新光集團旗下，平織布生產商，士林三寶之一
66	,"1423.TW","利華","38.6","-0.13","179","5.05","38","9.96","0.07","-0.38","7","0","0","0","0","0","0","0","0","0.59","0.42","47","18","4","0","-0.1","-0.1","0","0.14","上市紡織纖維","毛紡","毛紡,紡紗,資產股",台灣第一大的專業毛條生產商
67	,"1432.TW","大魯閣","15.85","-0.94","1532","3.75","14","10.8","0.24","-2.38","1","0","0","0","1","1","0","0","0","-0.03","-0.15","-1","-39","-40","0","0","0","0.13","0","上市運動休閒","大型遊樂場","流通業,百貨業,休閒娛樂,大型遊樂場",經營型娛樂購物中心事業
68	,"1434.TW","福懋","16.6","-1.78","4713","3.85","280","168.47","0.78","0.08","8","47","17","0","1","0","0","0","0","0.13","-0.48","-3","6","-6","-0","0.7","0.7","0.17","0","上市紡織纖維","尼龍製品","加油站,其他公用事業,尼龍製品,尼龍塔夫塔布,工業紡織品",台塑集團旗下，台灣知名輪胎簾布製造商
69	,"1435.TW","中福","17.05","10","5","0","24","13.98","0","-0.15","5","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0.46","上市其他","物業投資發展","資產股,地產,物業投資發展",主要從事物業及廠房租賃，並多元發展各種事業
70	,"1436.TW","華友聯","45.35","-0.77","390","2.19","88","19.42","0.18","-1.15","4","0","0","1","0","0","0","0","0","-0.26","0.47","106","45","-48","0","-0.1","-0.1","0","0","上市建材營造","營建","營建,地產",主打首購族及換屋族市場的建商
71	,"1437.TW","勤益控","30.05","1.01","184","1.51","61","20.19","0.05","0.03","6","27","22","0","1","0","0","0","0","0.01","-0.1","8","-1","-9","0","0","0","0.08","0","上市其他","物業投資發展","毛紡,紡紗,控股公司,資產股,地產,物業投資發展",投資控股公司，從事地產、紡織貿易及投資事業
72	,"1438.TW","三地開發","21.3","0.71","53","4.02","24","11.12","0.01","-0.01","6","6","100","1","0","0","0","0","0","0.04","1.3","-91","0","161966","0","0","0","0","0","上市建材營造","營建","營建,地產",開發以台南及高雄地區為主力的建商
73	,"1439.TW","雋揚","24.25","-0.21","50","2.26","22","9.2","0.01","-0.17","1","170","1","0","0","0","1","0","0","-0.01","-0.36","111","-38","-42","0","0","0","0","0.11","上市建材營造","營建","資產股,營建,地產,物業投資發展",國揚集團旗下，著重開發危老及都更計畫
74	,"1440.TW","南紡","13.4","-0.74","1930","2.22","222","165.68","0.26","-0.18","7","0","0","0","0","0","0","0","0","0.09","-0.25","9","-13","-18","-0","-0.2","-0.2","0","0","上市紡織纖維","聚酯棉","化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,棉紡業,紡紗,資產股",台灣最大的聚酯棉與紡紗廠，並經營夢時代購物中心
75	,"1441.TW","大東","9.07","-0.55","54","0.88","6","7.17","0","-0.57","3","0","0","0","0","0","0","0","0","0","-0.13","-29","-1","-18","0","-0","0","0","0.1","上市紡織纖維","棉紡業","織布業,棉紡業,紡紗,資產股",台灣主要棉紡生產企業
76	,"1442.TW","名軒","27.35","-0.18","213","1.28","100","36.62","0.06","0.12","1","30","3","0","0","0","0","0","0","0.09","-1.01","168","-19","-70","0","-0","0","0","0","上市建材營造","營建","營建,地產",麗寶集團旗下成員
77	,"1443.TW","立益物流","27.35","-0.36","25","1.64","37","13.53","0.01","0.34","8","14","57","0","1","0","0","0","0","0.02","-0.06","-2","-2","-8","0","-0","0","0.35","0","上市其他","倉儲服務","流通業,貿易,倉儲服務,運輸事業,物流業",從事物流倉儲服務及經營房地產
78	,"1444.TW","力麗","6.92","-1.28","1442","2.28","69","99.56","0.1","-0.04","8","0","0","0","1","0","0","0","0","0.05","-0.49","72","81","24","0","0.1","0.1","0.37","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲,聚酯粒",台灣聚酯加工絲龍頭廠
79	,"1445.TW","大宇","10.65","-0.47","64","2.8","14","13.07","0.01","-0.5","5","117","4","0","0","0","0","0","0","0","-0.07","132","-12","-24","0","-0","0","0","0.16","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣專業的織布廠
80	,"1446.TW","宏和","16.7","0.91","366","1.81","23","13.77","0.06","-0.33","9","15","60","0","1","0","0","0","0","-0.37","-0.1","23","-2","-58","0","0","0","0.13","0","上市紡織纖維","織布業","織布業,資產股,營建,地產",台灣知名的長短纖布廠
81	,"1447.TW","力鵬","6.07","0.83","1767","3.16","55","91.01","0.11","-0.02","10","31","32","0","0","0","0","0","0","0.13","-0.39","-50","-46","4","0","0","0","0","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,織布業",力麗集團旗下，台灣知名尼龍粒大廠
82	,"1449.TW","佳和","15","4.53","5490","6.62","19","12.71","0.83","-1.96","6","0","0","0","1","0","0","0","0","-0.05","0.18","-25","99","44","0","-0.2","-0.2","0.39","0","上市紡織纖維","織布業","織布業,營建,地產",織布生產商，產品為先染及長纖織物
83	,"1451.TW","年興","16.8","0.3","139","0.6","33","19.8","0.02","0.15","9","13","69","0","0","0","0","0","0","-0.01","-0.15","2","-19","1","0","0","0","0","0","上市紡織纖維","成衣製造","成衣,成衣製造,織布業",全球最大的牛仔成衣廠
84	,"1452.TW","宏益","10.95","0","99","1.37","15","13.26","0.01","-0.14","9","0","0","0","0","0","0","0","0","0.12","-0.12","-18","15","2","0","-0","0","0","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣專業的加工絲一貫廠
85	,"1453.TW","大將","11.55","-0.86","103","0.86","13","11.32","0.01","-0.13","3","0","0","0","0","0","0","0","0","-0.35","-0.26","-1","1","1","0","-0","0","0","0","上市建材營造","營建","營建,地產",主要經營營建開發及紡織買賣
86	,"1454.TW","台富","12.9","-0.39","22","1.54","17","12.98","0","-0.4","2","0","0","0","0","0","0","0","0","-0.03","-0.08","2","8","-20","0","0","0","0","0.13","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣加工絲、織布一貫廠
87	,"1455.TW","集盛","9.4","-3.69","2003","4.41","50","53.17","0.19","-0.13","8","0","0","0","1","0","0","0","0","-0.01","-0.61","-9","-5","-21","0","0.1","0.1","0.32","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,尼龍加工絲,尼龍絲",台灣前三大尼龍粒廠商及前四大聚酯加工絲廠
88	,"1456.TW","怡華","15","-3.85","202","7.69","14","9.37","0.03","-0.16","5","7","71","0","1","0","0","0","0","-0.04","-0.75","-55","-69","1","0","-0","0","0.31","0","上市建材營造","營建","營建,地產",元邦集團旗下，為綜合性紡織廠及營建商
89	,"1457.TW","宜進","14.15","-0.35","170","1.41","45","31.67","0.02","-0.13","9","16","56","0","0","0","0","0","0","-0.11","-0.18","-16","-9","-16","0","0","0","0","0.15","上市紡織纖維","聚酯加工絲","化學纖維,聚酯絲,聚酯加工絲,織布業,資產股",台灣前五大加工絲廠之一
90	,"1459.TW","聯發","11.8","0.85","516","1.28","42","35.86","0.06","0.03","4","83","5","0","1","0","0","0","0","-0.12","-0.4","-13","-3","-24","0","-0","0","0.06","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣十大聚酯加工絲廠之一
91	,"1460.TW","宏遠","7.04","-1.54","563","1.54","49","69.46","0.04","-0.11","4","1387","0","0","0","0","0","0","0","0.09","-0.39","9","-7","-21","0","-0","0","0","0","上市紡織纖維","織布業","織布業",遠東集團旗下，是一家長短織一貫布廠
92	,"1463.TW","強盛新","17.35","-0.57","31","1.72","30","17.33","0.01","-0.52","5","0","0","0","0","0","0","0","0","0.01","-0.12","-24","1","-85","0","-0","0","0","0.07","上市紡織纖維","染整","染整,織布業,營建,地產",台灣專業的染整廠之一
93	,"1464.TW","得力","10.15","-0.49","720","2.45","43","42.56","0.07","0.18","6","17","35","0","0","0","0","0","0","0.17","-0.08","-12","5","-7","0","0","0","0","0.08","上市紡織纖維","織布業","織布業",台灣老牌織染一貫化布廠
94	,"1465.TW","偉全","12.45","0.4","95","1.61","13","10.36","0.01","-0.21","9","0","0","0","0","0","0","0","0","-0.39","-0.15","-25","19","9","0","0","0","0","0","上市紡織纖維","織布業","織布業",台灣專業的長纖布廠
